filename,format,width,height,page_url,repo_page_path,repo_public_path,section_on_page,alt_text,caption,prompt_used
guide-stair-painted-vs-stained.jpg,jpg,2400,1800,https://ecowoods.ca/guides/stair-railing-trim-color-matching-toronto,apps/web/app/guides/stair-railing-trim-color-matching-toronto/,apps/web/public/images/guides/guide-stair-painted-vs-stained.jpg,painted vs stained,Painted white balusters with a stained oak handrail and stained oak treads,"Coordination, not wood-to-wood matching.","Painted white balusters, stained handrail, stained treads."
guide-stair-painted-vs-stained.webp,webp,2400,1800,https://ecowoods.ca/guides/stair-railing-trim-color-matching-toronto,apps/web/app/guides/stair-railing-trim-color-matching-toronto/,apps/web/public/images/guides/guide-stair-painted-vs-stained.webp,painted vs stained,Painted white balusters with a stained oak handrail and stained oak treads,"Coordination, not wood-to-wood matching.","Painted white balusters, stained handrail, stained treads."
guide-stair-wear-shift.jpg,jpg,2400,1800,https://ecowoods.ca/guides/stair-railing-trim-color-matching-toronto,apps/web/app/guides/stair-railing-trim-color-matching-toronto/,apps/web/public/images/guides/guide-stair-wear-shift.jpg,wear shift,High-wear tread centres slightly lighter than the protected floor field,Traffic changes colour independently of stain formula.,High-wear tread centres slightly lighter than the protected floor field.
guide-stair-wear-shift.webp,webp,2400,1800,https://ecowoods.ca/guides/stair-railing-trim-color-matching-toronto,apps/web/app/guides/stair-railing-trim-color-matching-toronto/,apps/web/public/images/guides/guide-stair-wear-shift.webp,wear shift,High-wear tread centres slightly lighter than the protected floor field,Traffic changes colour independently of stain formula.,High-wear tread centres slightly lighter than the protected floor field.
guide-door-hero-baseboard-meet.jpg,jpg,3840,2160,https://ecowoods.ca/guides/door-woodwork-finish-coordination-toronto,apps/web/app/guides/door-woodwork-finish-coordination-toronto/,apps/web/public/images/guides/guide-door-hero-baseboard-meet.jpg,hero,Stained oak floor meeting a painted warm-white baseboard and a stained oak door jamb,"Doors and trim are coordinated with the floor, not forced to the same wood.",Stained oak floor meeting painted warm-white baseboard and stained oak jamb.
guide-door-hero-baseboard-meet.webp,webp,3840,2160,https://ecowoods.ca/guides/door-woodwork-finish-coordination-toronto,apps/web/app/guides/door-woodwork-finish-coordination-toronto/,apps/web/public/images/guides/guide-door-hero-baseboard-meet.webp,hero,Stained oak floor meeting a painted warm-white baseboard and a stained oak door jamb,"Doors and trim are coordinated with the floor, not forced to the same wood.",Stained oak floor meeting painted warm-white baseboard and stained oak jamb.
guide-door-painted-undertone.jpg,jpg,2400,1800,https://ecowoods.ca/guides/door-woodwork-finish-coordination-toronto,apps/web/app/guides/door-woodwork-finish-coordination-toronto/,apps/web/public/images/guides/guide-door-painted-undertone.jpg,painted undertone,Two rooms with cool-grey paint versus warm-cream paint against hardwood floors,Wall paint undertone changes how the floor reads.,Cool-grey paint vs warm-cream paint against white-oak floor.
guide-door-painted-undertone.webp,webp,2400,1800,https://ecowoods.ca/guides/door-woodwork-finish-coordination-toronto,apps/web/app/guides/door-woodwork-finish-coordination-toronto/,apps/web/public/images/guides/guide-door-painted-undertone.webp,painted undertone,Two rooms with cool-grey paint versus warm-cream paint against hardwood floors,Wall paint undertone changes how the floor reads.,Cool-grey paint vs warm-cream paint against white-oak floor.
guide-door-threshold-contact.jpg,jpg,2400,1800,https://ecowoods.ca/guides/door-woodwork-finish-coordination-toronto,apps/web/app/guides/door-woodwork-finish-coordination-toronto/,apps/web/public/images/guides/guide-door-threshold-contact.jpg,threshold contact,"Door slab, frame and hardwood threshold composed as one line",The meeting line is the coordination problem.,"Door slab, frame, and hardwood threshold as one composed line."
guide-door-threshold-contact.webp,webp,2400,1800,https://ecowoods.ca/guides/door-woodwork-finish-coordination-toronto,apps/web/app/guides/door-woodwork-finish-coordination-toronto/,apps/web/public/images/guides/guide-door-threshold-contact.webp,threshold contact,"Door slab, frame and hardwood threshold composed as one line",The meeting line is the coordination problem.,"Door slab, frame, and hardwood threshold as one composed line."
guide-fail-hero-visible-patch.jpg,jpg,3840,2160,https://ecowoods.ca/guides/when-color-match-fails-full-sand-vs-replace,apps/web/app/guides/when-color-match-fails-full-sand-vs-replace/,apps/web/public/images/guides/guide-fail-hero-visible-patch.jpg,hero,"Honest failed spot match in an old Toronto hallway, a lighter patch in the aged field","When a spot match will not disappear, the next decision is full sand or replace.",Honest failed spot match in an old Toronto hallway.
guide-fail-hero-visible-patch.webp,webp,3840,2160,https://ecowoods.ca/guides/when-color-match-fails-full-sand-vs-replace,apps/web/app/guides/when-color-match-fails-full-sand-vs-replace/,apps/web/public/images/guides/guide-fail-hero-visible-patch.webp,hero,"Honest failed spot match in an old Toronto hallway, a lighter patch in the aged field","When a spot match will not disappear, the next decision is full sand or replace.",Honest failed spot match in an old Toronto hallway.
guide-fail-three-paths.jpg,jpg,3840,2160,https://ecowoods.ca/guides/when-color-match-fails-full-sand-vs-replace,apps/web/app/guides/when-color-match-fails-full-sand-vs-replace/,apps/web/public/images/guides/guide-fail-three-paths.jpg,three paths,"Same hallway shown three ways: visible spot repair, full sand and restain, and full replace with new wide plank",Three honest paths when a match cannot be made to work.,"Triptych of the same room: feathered repair, full sand, full replace."
guide-fail-three-paths.webp,webp,3840,2160,https://ecowoods.ca/guides/when-color-match-fails-full-sand-vs-replace,apps/web/app/guides/when-color-match-fails-full-sand-vs-replace/,apps/web/public/images/guides/guide-fail-three-paths.webp,three paths,"Same hallway shown three ways: visible spot repair, full sand and restain, and full replace with new wide plank",Three honest paths when a match cannot be made to work.,"Triptych of the same room: feathered repair, full sand, full replace."
guide-fail-wear-layer-measure.jpg,jpg,2400,1800,https://ecowoods.ca/guides/when-color-match-fails-full-sand-vs-replace,apps/web/app/guides/when-color-match-fails-full-sand-vs-replace/,apps/web/public/images/guides/guide-fail-wear-layer-measure.jpg,wear layer measure,Caliper measuring remaining wear layer at an exposed board edge in a doorway,"Remaining wear layer is the decision, not hope.",Caliper on an exposed tongue at a doorway. Remaining wear layer is the decision.
guide-fail-wear-layer-measure.webp,webp,2400,1800,https://ecowoods.ca/guides/when-color-match-fails-full-sand-vs-replace,apps/web/app/guides/when-color-match-fails-full-sand-vs-replace/,apps/web/public/images/guides/guide-fail-wear-layer-measure.webp,wear layer measure,Caliper measuring remaining wear layer at an exposed board edge in a doorway,"Remaining wear layer is the decision, not hope.",Caliper on an exposed tongue at a doorway. Remaining wear layer is the decision.
guide-signoff-hero-condo-light.jpg,jpg,3840,2160,https://ecowoods.ca/guides/sample-boards-on-site-trials-sign-off,apps/web/app/guides/sample-boards-on-site-trials-sign-off/,apps/web/public/images/guides/guide-signoff-hero-condo-light.jpg,hero,Sample board on a glass-walled Toronto condo floor in mixed daylight and LED pot lights,"Approval happens in the room, not in a workshop.",Sample board on a glass-walled Toronto condo floor. Daylight plus LED pots.
guide-signoff-hero-condo-light.webp,webp,3840,2160,https://ecowoods.ca/guides/sample-boards-on-site-trials-sign-off,apps/web/app/guides/sample-boards-on-site-trials-sign-off/,apps/web/public/images/guides/guide-signoff-hero-condo-light.webp,hero,Sample board on a glass-walled Toronto condo floor in mixed daylight and LED pot lights,"Approval happens in the room, not in a workshop.",Sample board on a glass-walled Toronto condo floor. Daylight plus LED pots.
guide-signoff-day-vs-night.jpg,jpg,3840,2160,https://ecowoods.ca/guides/sample-boards-on-site-trials-sign-off,apps/web/app/guides/sample-boards-on-site-trials-sign-off/,apps/web/public/images/guides/guide-signoff-day-vs-night.jpg,day vs night,The same sample board in the same room at 2pm daylight versus 8pm LED,Condo lighting changes how a stain reads.,"Same sample, same room, 2pm daylight vs 8pm LED."
guide-signoff-day-vs-night.webp,webp,3840,2160,https://ecowoods.ca/guides/sample-boards-on-site-trials-sign-off,apps/web/app/guides/sample-boards-on-site-trials-sign-off/,apps/web/public/images/guides/guide-signoff-day-vs-night.webp,day vs night,The same sample board in the same room at 2pm daylight versus 8pm LED,Condo lighting changes how a stain reads.,"Same sample, same room, 2pm daylight vs 8pm LED."
guide-signoff-written.jpg,jpg,2400,1800,https://ecowoods.ca/guides/sample-boards-on-site-trials-sign-off,apps/web/app/guides/sample-boards-on-site-trials-sign-off/,apps/web/public/images/guides/guide-signoff-written.jpg,written sign-off,"Sample taped in place while a craftsman and homeowner review it with a clipboard, no readable personal data",Sign-off is a written check in the room the work is done in.,Sample taped in place. Craftsman and homeowner reviewing it. Clipboard present.
guide-signoff-written.webp,webp,2400,1800,https://ecowoods.ca/guides/sample-boards-on-site-trials-sign-off,apps/web/app/guides/sample-boards-on-site-trials-sign-off/,apps/web/public/images/guides/guide-signoff-written.webp,written sign-off,"Sample taped in place while a craftsman and homeowner review it with a clipboard, no readable personal data",Sign-off is a written check in the room the work is done in.,Sample taped in place. Craftsman and homeowner reviewing it. Clipboard present.
